version,B,T,N,runtime
multithread_shared,256,256, 100000,0.044899
multithread_reduction,256,256, 100000,0.074591
onethreadperblock,256,256, 100000,0.043500
multithread,256,256, 100000,0.061870
multithread_shared,256,256, 100000,0.043013
multithread_reduction,256,256, 100000,0.045221
onethreadperblock,256,256, 1000000,0.049940
multithread,256,256, 1000000,0.050402
multithread_shared,256,256, 1000000,0.041607
multithread_reduction,256,256, 1000000,0.044828
onethreadperblock,256,256, 1000000,0.049509
multithread,256,256, 1000000,0.042830
multithread_shared,256,256, 1000000,0.063082
multithread_reduction,256,256, 1000000,0.057839
onethreadperblock,256,256, 1000000,0.048515
multithread,256,256, 1000000,0.042187
multithread_shared,256,256, 1000000,0.044648
multithread_reduction,256,256, 1000000,0.042886
onethreadperblock,256,256, 1000000,0.048024
multithread,256,256, 1000000,0.045918
multithread_shared,256,256, 1000000,0.043476
multithread_reduction,256,256, 1000000,0.042778
onethreadperblock,256,256, 1000000,0.047415
multithread,256,256, 1000000,0.044971
multithread_shared,256,256, 1000000,0.041935
multithread_reduction,256,256, 1000000,0.044002
onethreadperblock,256,256, 10000000,0.106851
multithread,256,256, 10000000,0.044598
multithread_shared,256,256, 10000000,0.066394
multithread_reduction,256,256, 10000000,0.076261
onethreadperblock,256,256, 10000000,0.090789
multithread,256,256, 10000000,0.062965
multithread_shared,256,256, 10000000,0.044711
multithread_reduction,256,256, 10000000,0.045544
onethreadperblock,256,256, 10000000,0.089859
multithread,256,256, 10000000,0.044668
multithread_shared,256,256, 10000000,0.043711
multithread_reduction,256,256, 10000000,0.042761
onethreadperblock,256,256, 10000000,0.089249
multithread,256,256, 10000000,0.045081
multithread_shared,256,256, 10000000,0.043344
multithread_reduction,256,256, 10000000,0.043839
onethreadperblock,256,256, 10000000,0.095322
multithread,256,256, 10000000,0.063363
multithread_shared,256,256, 10000000,0.043308
multithread_reduction,256,256, 10000000,0.046254
onethreadperblock,256,256, 100000000,0.537858
multithread,256,256, 100000000,0.057682
multithread_shared,256,256, 100000000,0.056381
multithread_reduction,256,256, 100000000,0.081589
onethreadperblock,256,256, 100000000,0.549521
multithread,256,256, 100000000,0.057633
multithread_shared,256,256, 100000000,0.057113
multithread_reduction,256,256, 100000000,0.076378
onethreadperblock,256,256, 100000000,0.534601
multithread,256,256, 100000000,0.060630
multithread_shared,256,256, 100000000,0.084827
multithread_reduction,256,256, 100000000,0.060234
onethreadperblock,256,256, 100000000,0.534479
multithread,256,256, 100000000,0.074026
multithread_shared,256,256, 100000000,0.057875
multithread_reduction,256,256, 100000000,0.057528
onethreadperblock,256,256, 100000000,0.535997
multithread,256,256, 100000000,0.076925
multithread_shared,256,256, 100000000,0.091429
multithread_reduction,256,256, 100000000,0.060036
onethreadperblock,256,256, 1000000000,4.928064
multithread,256,256, 1000000000,0.215044
multithread_shared,256,256, 1000000000,0.230672
multithread_reduction,256,256, 1000000000,0.221022
onethreadperblock,256,256, 1000000000,4.986532
multithread,256,256, 1000000000,0.199670
multithread_shared,256,256, 1000000000,0.203155
multithread_reduction,256,256, 1000000000,0.201894
onethreadperblock,256,256, 1000000000,4.982982
multithread,256,256, 1000000000,0.222151
multithread_shared,256,256, 1000000000,0.222863
multithread_reduction,256,256, 1000000000,0.203025
onethreadperblock,256,256, 1000000000,4.990652
multithread,256,256, 1000000000,0.232988
multithread_shared,256,256, 1000000000,0.219731
multithread_reduction,256,256, 1000000000,0.200476
onethreadperblock,256,256, 1000000000,4.917235
multithread,256,256, 1000000000,0.198407
multithread_shared,256,256, 1000000000,0.197613
multithread_reduction,256,256, 1000000000,0.219066
